OrderID,CustomerName,Email,Phone,City,State,ProductCategory,Product,Quantity,UnitPrice,TotalPrice,OrderDate,PaymentMethod,Shipped
ORD1325,David Jones,darrellharrison@johnson.com,726.570.9974x67718,Torresshire,Arkansas,Sports,Laptop,9,1298.75,11688.75,2025-06-23,PayPal,No
ORD1326,Larry Robinson,kellylewis@hotmail.com,001-956-099-2537x283,North Calebton,Alabama,Electronics,Laptop,10,1229.44,12294.4,2024-11-07,Credit Card,Yes
ORD1327,Cory Charles,jacobalexander@salazar.com,(166)139-4645,Robertview,Wyoming,Electronics,Laptop,6,944.26,5665.56,2025-06-11,Cash,Yes
ORD1328,Andrew Yang,jessicalopez@hotmail.com,128-161-8551x83429,Johnhaven,Nevada,Clothing,Laptop,8,1958.08,15664.64,2024-11-19,PayPal,Yes
ORD1329,Daniel Wilkinson,williethompson@ortiz.com,001-172-157-3271x51741,Mcdonaldton,New Jersey,Sports,T-shirt,6,809.05,4854.3,2025-03-20,Credit Card,No
ORD1330,Rebecca Castillo,robertsanchez@cook.info,962-840-0294x2990,Simpsonchester,Georgia,Toys,Vacuum,1,1388.11,1388.11,2025-03-05,Credit Card,Yes
ORD1331,Jillian Trujillo,gmorgan@hotmail.com,+1-811-753-9240x296,Reevesport,Kentucky,Sports,T-shirt,8,1723.84,13790.72,2025-02-22,Cash,No
ORD1332,Brandy Morgan,patricia74@gmail.com,130-858-1145x019,Rachelbury,Idaho,Clothing,Laptop,9,973.02,8757.18,2025-09-10,Credit Card,No
ORD1333,Justin Sparks,marcus69@hotmail.com,001-619-216-4014x346,Lake Carriechester,Maryland,Electronics,Vacuum,8,419.85,3358.8,2025-05-16,PayPal,Yes
ORD1334,Theresa Bell,ryanroberts@patterson.com,558-478-0742x372,Jonathanstad,Ohio,Sports,T-shirt,9,1142.26,10280.34,2024-11-25,Cash,Yes
ORD1335,James Bass,crystalrodriguez@gmail.com,292-995-4879,North Alexanderfurt,Montana,Clothing,Basketball,7,704.41,4930.87,2025-03-27,PayPal,Yes
ORD1336,Travis Sullivan,valentinewendy@gray.com,510-882-7388x38152,New Heatherfurt,Delaware,Electronics,Action Figure,9,1641.61,14774.49,2025-05-25,Cash,No
ORD1337,Christopher Cunningham,dayangela@yahoo.com,(998)370-9321x11704,North Holly,Arkansas,Home,Action Figure,10,185.97,1859.7,2025-02-23,Cash,Yes
ORD1338,Mr. Adam Pena,jacksondaniel@faulkner-riley.com,884-665-5749x90473,South Stacey,Wyoming,Toys,T-shirt,2,802.63,1605.26,2025-10-11,Credit Card,Yes
ORD1339,Allison Faulkner,qlewis@yahoo.com,962.822.2774,Lake Stacy,Virginia,Toys,Basketball,10,69.3,693.0,2025-01-10,PayPal,No
ORD1340,Barbara Chapman,xsimmons@jones-chandler.com,(744)298-5178x2048,Lake Sandra,Wyoming,Home,Basketball,7,865.83,6060.81,2024-10-31,Cash,No
ORD1341,Joe Jackson,jenna58@smith.com,001-610-602-1798,North Ricardoland,New York,Home,T-shirt,4,1948.9,7795.6,2025-03-27,Cash,Yes
ORD1342,Kimberly Black,christopher88@hoover.com,935-492-4860,New Jasmineview,South Dakota,Electronics,T-shirt,7,1982.98,13880.86,2024-11-14,Credit Card,Yes
ORD1343,Christopher Summers,gonzalesamanda@gmail.com,(894)910-7304,Samanthaland,Maryland,Toys,Basketball,4,1087.5,4350.0,2025-01-24,Credit Card,Yes
ORD1344,Dr. Joshua Weaver Jr.,vhancock@roberts-brown.com,607.233.7423,West Michael,South Dakota,Sports,Vacuum,5,343.75,1718.75,2025-05-21,Cash,Yes
ORD1345,Daniel Hatfield,ruthreed@yahoo.com,934-692-2141,Lake Gwendolynborough,Utah,Clothing,Basketball,10,1463.69,14636.9,2025-04-14,Cash,Yes
ORD1346,Mark Willis,zachary32@gmail.com,(495)084-1332x078,Leeville,Florida,Toys,T-shirt,8,632.71,5061.68,2025-05-06,PayPal,Yes
ORD1347,Todd Sanchez,mayercheryl@contreras.com,577.535.2589,West Randy,Kansas,Electronics,Basketball,10,1333.78,13337.8,2025-10-10,PayPal,Yes
ORD1348,Lauren Guzman,ttucker@gmail.com,302-945-7836x799,Carlsontown,Mississippi,Toys,Laptop,10,1626.69,16266.9,2024-11-24,Credit Card,No
ORD1349,Kevin Cole,charles59@hotmail.com,(270)212-2391x107,East Kelseyburgh,Delaware,Electronics,Basketball,2,1579.38,3158.76,2024-12-03,PayPal,No
ORD1350,Timothy Walsh,timothybradshaw@gmail.com,141.326.4427x333,Rodriguezborough,Maine,Electronics,Action Figure,2,1490.65,2981.3,2025-08-13,PayPal,Yes
ORD1351,Adam Davis,burtonnicole@willis-le.com,039-471-0882,Brooksburgh,Massachusetts,Sports,T-shirt,7,1867.98,13075.86,2025-10-20,Credit Card,No
ORD1352,Nicole Austin,yking@hotmail.com,560.282.8431x9788,Christopherhaven,Montana,Electronics,Action Figure,7,761.61,5331.27,2024-12-04,Cash,No
ORD1353,Brandi Jenkins,sarah41@chung.com,868-871-0548,West Jamie,Texas,Home,Action Figure,1,1868.61,1868.61,2025-09-27,Credit Card,Yes
ORD1354,Shannon Gregory,tonya73@oconnell.info,990.626.1345x678,East Jennifermouth,California,Toys,Action Figure,7,1548.8,10841.6,2025-09-11,PayPal,No
ORD1355,Jennifer Meyer,angela49@gmail.com,(811)446-1473,Vargasborough,Louisiana,Electronics,Action Figure,6,790.08,4740.48,2025-01-27,Credit Card,Yes
ORD1356,Allison Schultz,jeffreyrichard@collins.biz,046-198-9377x030,North Janicemouth,Massachusetts,Toys,Laptop,1,1863.49,1863.49,2025-10-21,Credit Card,Yes
ORD1357,Gary Johnson,jessefields@collins.org,(560)390-4910x7994,Franktown,Massachusetts,Home,Action Figure,9,1664.41,14979.69,2025-04-12,Credit Card,Yes
ORD1358,Adrienne Rios,elizabeth89@jackson.net,056.560.2115,East Matthewview,Vermont,Electronics,Action Figure,2,1831.74,3663.48,2025-06-07,PayPal,No
ORD1359,Richard Love,estradabarbara@hotmail.com,826.211.4088,Lake Michael,Idaho,Sports,Laptop,10,1331.03,13310.3,2025-04-09,Credit Card,No
ORD1360,Lisa Olson,qwatts@cortez.biz,001-039-428-4501x571,South Kevin,Idaho,Toys,T-shirt,9,1748.09,15732.81,2025-09-01,PayPal,No
ORD1361,Christopher Hays Jr.,cpark@yahoo.com,(356)261-0224,New Heather,New Jersey,Sports,Vacuum,9,1979.49,17815.41,2025-09-06,PayPal,No
ORD1362,Dillon Castillo,carol33@hotmail.com,(092)372-1197x72575,Danielview,Colorado,Toys,Action Figure,5,1306.68,6533.4,2025-10-11,Cash,Yes
ORD1363,Steve Black,ryanyoung@williams-miller.com,(569)705-3722x86894,South Mackenziemouth,Maine,Electronics,Vacuum,10,1542.13,15421.3,2025-07-16,Credit Card,No
ORD1364,Devin Freeman,stephanie63@gmail.com,244-970-7939x026,Vanessaberg,Oklahoma,Clothing,Laptop,2,189.68,379.36,2024-10-23,Credit Card,No
ORD1365,Tonya Rodgers,gerald50@hotmail.com,+1-142-001-6997x066,Kennethland,North Carolina,Electronics,Basketball,3,1384.49,4153.47,2025-01-12,PayPal,Yes
ORD1366,Cory Cox,dnelson@gmail.com,+1-528-609-2604,Kimstad,Alaska,Electronics,Action Figure,2,1638.72,3277.44,2025-09-17,Credit Card,No
ORD1367,Shelly Mccarthy,rhodesheather@woods.com,437-312-4096x797,Lake Ruthberg,Hawaii,Sports,Basketball,1,914.83,914.83,2025-05-21,Cash,Yes
ORD1368,Thomas Garcia,scottcampbell@elliott.com,+1-120-785-8693x683,Cooperbury,Utah,Sports,Basketball,2,1817.7,3635.4,2025-05-11,Credit Card,Yes
ORD1369,Matthew Bennett,parkerkayla@valdez.com,001-553-903-2886x78275,Coreyfurt,Hawaii,Sports,Basketball,9,1841.26,16571.34,2025-02-14,PayPal,No
ORD1370,Erica Little,holly85@martinez.com,(504)382-3878x64931,New Christopher,South Dakota,Home,Basketball,7,277.65,1943.55,2025-01-02,PayPal,Yes
ORD1371,Oscar Ramsey,dcarr@gmail.com,858.457.1951,Lake Harry,North Dakota,Home,T-shirt,6,1742.81,10456.86,2025-04-07,Credit Card,Yes
ORD1372,William Sullivan,danielhorton@hotmail.com,101.306.4087,Leemouth,Maine,Home,Action Figure,1,630.53,630.53,2025-10-02,PayPal,Yes
ORD1373,Kristopher Shaw,jose29@hotmail.com,868-601-9588,Kaylabury,South Dakota,Toys,Action Figure,9,199.32,1793.88,2025-04-05,Credit Card,No
ORD1374,Mark Burgess,hmccormick@hotmail.com,702-556-5690x5040,Erinmouth,Missouri,Electronics,Vacuum,7,856.67,5996.69,2025-04-30,Cash,No
ORD1375,Kelly Armstrong,susanfoster@allen-cantu.com,+1-548-012-9988x0292,North Melanieburgh,Wyoming,Electronics,Action Figure,3,560.54,1681.62,2025-03-19,PayPal,Yes
ORD1376,Richard Martinez,matthew32@yahoo.com,988.402.0844x4652,Andersonton,Kentucky,Clothing,Vacuum,8,1282.4,10259.2,2025-05-25,Cash,No
ORD1377,Marissa Cruz,samantha43@george-garcia.com,001-898-497-5641x3628,Allisonshire,Hawaii,Sports,T-shirt,2,414.32,828.64,2025-08-31,Cash,No
ORD1378,Janice Kennedy,tpowell@hotmail.com,308-012-2220,East Laurenville,Vermont,Clothing,T-shirt,7,1300.01,9100.07,2025-06-23,Cash,Yes
ORD1379,Jessica Richardson,jeremysalazar@yahoo.com,110-631-2021,Ericshire,Delaware,Electronics,Laptop,3,28.67,86.01,2025-09-08,Credit Card,No
ORD1380,Ethan Floyd,matthewhunt@gmail.com,(951)475-8138,East Danielleborough,South Dakota,Toys,Laptop,6,1692.29,10153.74,2025-04-12,PayPal,No
ORD1381,Drew Mcclure,foconnell@richards-hernandez.com,001-782-757-8074,North Allenside,Colorado,Clothing,Action Figure,6,1588.04,9528.24,2025-02-11,Credit Card,Yes
ORD1382,Jonathan Ramirez,jason21@hotmail.com,001-356-208-1221x63306,Debraview,Delaware,Toys,Laptop,7,1980.17,13861.19,2025-06-17,Credit Card,No
ORD1383,Sheila Young,jeffrey35@jackson.info,001-906-450-0778x63563,Lake Christinestad,Connecticut,Toys,Basketball,1,1602.08,1602.08,2025-04-12,Credit Card,No
ORD1384,Nicole West,justinferguson@brown.biz,(037)080-8384x332,South Alexis,Tennessee,Clothing,Vacuum,10,857.35,8573.5,2025-02-27,Credit Card,No
ORD1385,Michelle Daniel,smithstephanie@hotmail.com,+1-251-524-9859x4898,Thomasmouth,Ohio,Home,Action Figure,1,430.43,430.43,2025-01-05,Credit Card,No
ORD1386,Angel Young,thomas18@graham.com,001-456-987-0098x034,Lake Danielstad,South Dakota,Clothing,T-shirt,2,1661.04,3322.08,2025-06-19,PayPal,Yes
ORD1387,Megan Banks,edwin63@preston.biz,001-166-309-6343x96624,Stephanieshire,Tennessee,Home,Vacuum,1,1409.11,1409.11,2025-08-01,Cash,No
ORD1388,Melanie Johnson,booneadam@campbell.net,(299)813-8590x168,South Robertside,Kentucky,Home,Laptop,2,153.6,307.2,2025-03-28,Credit Card,Yes
ORD1389,Edgar Harper,gonzalesmark@kline-valdez.com,831-068-4721x384,North Theresafurt,Michigan,Sports,Basketball,4,363.65,1454.6,2024-11-01,PayPal,No
ORD1390,Amber Evans,qford@lewis-gregory.com,670.134.0658,Sarahport,North Carolina,Electronics,T-shirt,10,509.65,5096.5,2025-03-20,Credit Card,Yes
ORD1391,Thomas Taylor,dhoover@phillips.biz,001-556-305-3421,New Donna,New Mexico,Home,Basketball,5,1186.72,5933.6,2025-02-05,Credit Card,Yes
ORD1392,Paul Potts,lowesandra@yahoo.com,001-535-461-2869x8213,Bakermouth,Montana,Sports,T-shirt,10,1831.0,18310.0,2025-03-14,Credit Card,No
ORD1393,Nicholas Anderson,wardvictoria@hotmail.com,262-062-7145,North Larrybury,Oklahoma,Sports,Vacuum,1,977.27,977.27,2024-11-26,Cash,Yes
ORD1394,Linda Conner,hernandeztyrone@sullivan.info,(551)853-7178,West Charleschester,New Mexico,Clothing,T-shirt,3,1181.56,3544.68,2025-03-25,Cash,No
ORD1395,Julie Wood,albertwilson@hall.com,+1-096-861-5773x287,Steeleside,Wisconsin,Toys,Vacuum,9,1973.55,17761.95,2025-04-03,Cash,Yes
ORD1396,Kenneth Howard,blakejohnson@green.net,486.275.5137,Jimmymouth,Indiana,Home,Vacuum,10,742.76,7427.6,2025-06-29,PayPal,Yes
ORD1397,Ashley Jones,wilkinsmark@hotmail.com,+1-125-316-2902x7811,Leonardmouth,Oklahoma,Clothing,Laptop,2,295.12,590.24,2024-12-02,Credit Card,No
ORD1398,David Owens,rossdaniel@hotmail.com,001-358-550-7844x6760,East Edward,Arizona,Electronics,Basketball,1,1812.3,1812.3,2024-12-31,Credit Card,Yes
ORD1399,Joseph Harris,christopher00@thompson.com,6597085324,New Michael,Virginia,Electronics,Action Figure,4,1602.91,6411.64,2025-06-05,Credit Card,Yes
ORD1400,Kyle Gibson,john20@gmail.com,021.380.6480x475,Port Taylor,Connecticut,Toys,T-shirt,10,1230.8,12308.0,2025-03-31,Credit Card,Yes
ORD1401,Jeffrey Chan,lauraharrison@howard.com,+1-939-542-2529,South Bryan,Montana,Clothing,Basketball,4,1044.37,4177.48,2025-08-25,Cash,No
ORD1402,Samantha Gonzalez,joshuazamora@hotmail.com,425-383-3641,Jadeside,Maryland,Electronics,Laptop,4,1407.22,5628.88,2025-09-09,Cash,Yes
ORD1403,Brooke Murphy,fosterrebecca@yahoo.com,+1-906-376-8407x99257,South Patricia,Washington,Home,Laptop,4,269.67,1078.68,2025-04-03,Credit Card,No
ORD1404,Melissa Atkinson,gutierrezdaniel@gmail.com,292-917-2033x7037,New Troyfort,Vermont,Clothing,Laptop,10,711.48,7114.8,2025-03-16,Credit Card,No
ORD1405,Sandra Scott,nicoledaniels@yahoo.com,+1-927-767-3665x335,Taylorburgh,South Dakota,Sports,Vacuum,1,1005.23,1005.23,2025-09-25,Credit Card,Yes
ORD1406,Amanda Anderson,patrickadam@rodriguez.com,001-896-861-3281x304,South Heather,Pennsylvania,Toys,Laptop,1,330.65,330.65,2025-07-09,Credit Card,No
ORD1407,Joe Allen,nicolecombs@hotmail.com,765-649-9796x966,New Michaelhaven,South Carolina,Sports,Laptop,4,300.4,1201.6,2025-10-18,PayPal,No
ORD1408,Jessica Vaughan,ogreen@hotmail.com,(962)059-5041x51557,Smithside,Rhode Island,Toys,Laptop,3,575.49,1726.47,2025-04-14,PayPal,Yes
ORD1409,Kimberly Clark,kellyalvarez@mueller.info,+1-159-890-4757x9851,Cherryfort,North Dakota,Home,Vacuum,8,1498.8,11990.4,2024-12-27,PayPal,Yes
ORD1410,Sean Cooper,davidhill@esparza.com,342-274-8874x9756,West Tiffany,Connecticut,Electronics,Laptop,6,1428.58,8571.48,2025-07-27,Credit Card,No
ORD1411,Logan Crane,steven52@gmail.com,(764)251-4599x5974,Patrickfort,California,Home,Basketball,7,829.75,5808.25,2025-09-27,Credit Card,Yes
ORD1412,Justin Boone,lorraine68@mitchell-bailey.com,+1-162-146-1340x1532,Fernandezstad,West Virginia,Clothing,Vacuum,9,1278.9,11510.1,2024-11-23,Credit Card,Yes
ORD1413,Mrs. Sabrina Rasmussen DVM,robin55@wang.info,+1-324-728-6173x36735,Higginsberg,Michigan,Toys,Action Figure,8,649.4,5195.2,2025-03-12,Cash,No
ORD1414,Robert Freeman,snowchristine@diaz.com,1837023981,North Rebecca,Minnesota,Toys,Action Figure,1,1761.98,1761.98,2025-09-06,PayPal,No
ORD1415,Chloe Brown,thomas64@yahoo.com,040.180.9810,East Judithland,Nebraska,Sports,Laptop,7,1146.61,8026.27,2025-04-16,PayPal,Yes
ORD1416,Melanie Luna,timothylloyd@rollins.com,001-506-831-3625,Frederickport,Illinois,Clothing,Vacuum,4,547.56,2190.24,2025-02-14,Cash,No
ORD1417,Charles Bauer,yturner@jimenez.net,(801)514-5286,Justinview,New Mexico,Clothing,Action Figure,10,1778.91,17789.1,2025-02-28,PayPal,No
ORD1418,Jay Hicks,fkim@rojas.com,0782734786,East Lisa,Alabama,Home,Action Figure,2,1525.76,3051.52,2024-10-22,Credit Card,Yes
ORD1419,Troy Solomon,pittscourtney@hotmail.com,001-786-125-4217x495,Port Kevin,Nebraska,Toys,Basketball,9,1817.19,16354.71,2025-02-17,PayPal,Yes
ORD1420,Michele Arias,ihensley@gmail.com,189-699-8223x053,Mathisburgh,Mississippi,Home,Laptop,7,1948.72,13641.04,2025-05-22,Credit Card,No
ORD1421,Alicia Stevens,sharonwatson@meadows-roberts.info,(484)293-2910x46788,Valentinemouth,New Mexico,Toys,Action Figure,2,1144.58,2289.16,2025-06-10,Cash,Yes
ORD1422,Vincent Smith,jamescummings@guzman-taylor.org,(033)441-4713x8436,Lake Damonview,Montana,Home,T-shirt,4,416.31,1665.24,2025-10-13,Cash,No
ORD1423,Kayla Bradford,edwardsjohn@hudson.biz,265.366.8099,Glennshire,Oklahoma,Clothing,Action Figure,1,1622.84,1622.84,2025-08-31,Cash,Yes
ORD1424,Nicholas Jones,ncole@gmail.com,001-870-697-2838x615,South Rachel,Massachusetts,Sports,T-shirt,3,1299.37,3898.11,2025-06-22,PayPal,No
ORD1425,Catherine Evans,christopher42@herrera.com,014-185-9599x838,West William,Maryland,Clothing,Basketball,9,45.35,408.15,2025-07-29,PayPal,No
ORD1426,Eric Coleman,susan19@hotmail.com,362.211.0495x495,South Alexa,Illinois,Sports,Basketball,1,814.45,814.45,2025-08-07,PayPal,Yes
ORD1427,Garrett Roberts,karamartinez@gmail.com,289-422-8246,South Shawna,Nevada,Electronics,Laptop,9,63.16,568.44,2025-04-24,Credit Card,Yes
ORD1428,Maria Clark,lauriemartinez@stone-gutierrez.biz,+1-282-764-7330x06602,Gillland,Idaho,Toys,T-shirt,9,1144.81,10303.29,2024-11-12,Credit Card,No
ORD1429,Charles Cole,patriciahernandez@gmail.com,001-854-912-0509x699,North Derekside,Ohio,Electronics,Basketball,6,395.81,2374.86,2024-11-16,Credit Card,Yes
ORD1430,Debra Stone,johngilbert@hotmail.com,665-188-4900x7520,Sandrafort,Ohio,Electronics,Action Figure,3,1375.29,4125.87,2025-08-24,PayPal,Yes
ORD1431,Michael Mccoy,curtis45@gmail.com,319-651-6928x320,Heatherview,Utah,Clothing,Action Figure,10,1039.48,10394.8,2025-07-24,Credit Card,Yes
ORD1432,Kimberly Ramos,qwhitehead@kim-wilson.net,473-918-8225,Stewartbury,Nevada,Electronics,Vacuum,9,1482.6,13343.4,2025-09-02,PayPal,Yes
ORD1433,Christopher Compton MD,bbecker@hotmail.com,+1-712-033-0083x6250,Diazville,Colorado,Electronics,Vacuum,2,1911.59,3823.18,2024-12-27,Cash,No
ORD1434,Darrell Rodriguez,bergsteven@yahoo.com,737-099-7342,East Lisa,Oregon,Toys,T-shirt,1,739.96,739.96,2025-02-06,Cash,No
ORD1435,James Hall,hannahmorgan@hotmail.com,+1-084-669-9314x1719,Armstrongshire,Tennessee,Home,Action Figure,6,167.5,1005.0,2025-09-12,Cash,No
ORD1436,Sara Munoz,bishoperic@hotmail.com,(012)904-7840x39872,East Joshua,North Carolina,Toys,Basketball,9,152.54,1372.86,2024-12-12,PayPal,No
ORD1437,Henry Jones,cyork@yahoo.com,001-693-566-1421x38491,Jeffreytown,Tennessee,Sports,Action Figure,6,176.49,1058.94,2025-09-12,PayPal,No
ORD1438,Justin Russell,soniamartinez@yahoo.com,+1-396-281-7571,Brettmouth,North Dakota,Toys,Action Figure,6,722.95,4337.7,2025-01-22,PayPal,Yes
ORD1439,Kenneth Cooper,larryesparza@clark.com,195-790-2225x5169,East Nicole,Vermont,Sports,Action Figure,1,1762.89,1762.89,2024-11-02,Cash,No
ORD1440,Angel Foley,reedmatthew@gordon.info,001-451-657-0477,Lake Vickie,Indiana,Home,Vacuum,4,1098.71,4394.84,2025-05-25,Cash,No
ORD1441,Samantha Day MD,judithpetty@willis.com,+1-979-811-3220x3396,South Jacobmouth,North Dakota,Clothing,Laptop,7,1060.92,7426.44,2025-06-04,Cash,Yes
ORD1442,Jennifer Moss,jaime79@smith-patel.info,(844)513-5863x99222,New Haleyburgh,South Carolina,Electronics,Vacuum,1,1877.27,1877.27,2025-08-11,PayPal,No
ORD1443,Darrell Glenn,pbeltran@novak-fuller.com,019.824.0354x70078,South Kristinland,New Jersey,Sports,Vacuum,1,478.38,478.38,2025-04-06,PayPal,Yes
ORD1444,Justin Rogers,jared03@yahoo.com,613.286.6266,Alanmouth,Idaho,Clothing,T-shirt,6,1309.69,7858.14,2025-01-07,Cash,No
ORD1445,Daniel Brown,andrewashington@gmail.com,805-082-7577x3422,South Sharonside,Texas,Home,T-shirt,10,1618.93,16189.3,2025-02-17,PayPal,Yes
ORD1446,Gregory Peters,kelly04@landry.biz,239-424-5673x039,East Philip,Colorado,Home,T-shirt,7,1214.9,8504.3,2025-04-07,Credit Card,No
ORD1447,Megan Lucas,harveyaaron@norris-gordon.com,195-302-4618,West Jacob,Mississippi,Clothing,Laptop,8,1024.57,8196.56,2025-05-07,PayPal,Yes
ORD1448,Gloria Bailey,blakejoshua@yahoo.com,001-082-785-6971x6878,Maryfort,Massachusetts,Sports,Vacuum,1,1584.54,1584.54,2025-04-09,PayPal,Yes
ORD1449,Angela Mitchell,steven38@martinez-phillips.com,(275)748-7563,South Hayley,Hawaii,Sports,Laptop,6,19.25,115.5,2025-10-05,PayPal,No
ORD1450,Lori Reynolds,mclaughlinjeffrey@gmail.com,001-218-209-1764x72630,New Harry,Michigan,Toys,T-shirt,4,779.33,3117.32,2025-06-18,PayPal,Yes
ORD1451,Nancy Love,sierra13@yahoo.com,001-900-665-3017x5649,Yodermouth,Oregon,Home,Basketball,5,420.14,2100.7,2024-11-04,Credit Card,Yes
ORD1452,Candace Peterson,oserrano@hotmail.com,279.165.3177x83143,Gatesville,Maryland,Home,T-shirt,3,385.29,1155.87,2025-07-09,Credit Card,No
ORD1453,Gary Matthews,elizabeth13@yahoo.com,001-247-865-7130x878,New Rebekahport,Massachusetts,Electronics,Basketball,1,1381.13,1381.13,2024-12-27,Credit Card,No
ORD1454,Allison Obrien,ashley15@johnson.com,668-693-1591x066,East Ariel,Minnesota,Toys,T-shirt,7,461.99,3233.93,2025-01-01,Credit Card,Yes
ORD1455,David Lee,youngsandra@yahoo.com,001-483-337-3994x881,South Julia,Texas,Electronics,Basketball,8,1078.54,8628.32,2025-07-24,Credit Card,No
ORD1456,Miranda Hatfield,ieverett@hotmail.com,+1-574-974-5936x45239,Grantfurt,Kansas,Home,Basketball,3,309.56,928.68,2025-07-17,Cash,No
ORD1457,Zachary Small,parkerdavid@hoffman.com,099.230.6262x222,Aguilarview,Arizona,Clothing,Laptop,9,876.19,7885.71,2025-02-26,Cash,No
ORD1458,Jeffrey Buchanan,morrisonkimberly@ruiz-nguyen.com,747.505.1631x225,Port Emilyburgh,Vermont,Toys,Basketball,10,176.12,1761.2,2025-06-03,Credit Card,Yes
ORD1459,Joseph Gonzalez,stonesteven@lopez.com,(298)960-2820x928,Stewartborough,Illinois,Sports,Vacuum,2,240.12,480.24,2025-10-05,PayPal,No
ORD1460,Heather Lopez,monica94@guzman.com,(439)122-3052x598,Timothyborough,Wyoming,Sports,Vacuum,6,1269.69,7618.14,2025-06-08,Cash,Yes
ORD1461,Melissa Strong,qsmith@yahoo.com,001-164-441-5938,South Randyview,California,Toys,Basketball,3,1591.55,4774.65,2024-11-22,Credit Card,Yes
ORD1462,Karen Miller,jonknapp@gmail.com,7045410903,Karenberg,Vermont,Toys,Vacuum,2,143.03,286.06,2025-09-10,PayPal,Yes
ORD1463,Tonya Jordan,daniel65@graves-andersen.com,(748)662-2932x5780,Berrytown,New York,Clothing,Vacuum,3,334.86,1004.58,2024-11-23,Cash,No
ORD1464,Brenda Scott,bryantrebecca@hotmail.com,382-752-4395x905,West Darleneton,Michigan,Home,Laptop,8,1406.88,11255.04,2025-02-07,Cash,Yes
ORD1465,Jennifer Walsh,anthony95@hotmail.com,001-817-637-0234x5275,South Kelsey,Oregon,Home,T-shirt,6,736.32,4417.92,2024-12-19,Cash,No
ORD1466,Doris Washington,rebeccanelson@gmail.com,+1-393-940-2001x808,Bakerberg,New Jersey,Toys,Vacuum,6,1249.5,7497.0,2025-07-16,Credit Card,Yes
ORD1467,Brandi Larsen,rachelsimpson@hotmail.com,(740)537-8863,Transtad,Louisiana,Sports,Basketball,5,1503.98,7519.9,2025-05-22,Cash,No
ORD1468,Yolanda Ballard,johnny64@hotmail.com,180.337.9978,East Gabrielhaven,Massachusetts,Clothing,Vacuum,10,217.6,2176.0,2025-10-20,Credit Card,Yes
ORD1469,Tammy Higgins,randolphthomas@brooks-jones.com,(171)875-0490,South Christophermouth,Arkansas,Electronics,Basketball,6,1728.02,10368.12,2025-02-20,PayPal,Yes
ORD1470,John Gonzalez,james18@allen.com,001-367-608-6129,Robertview,Wyoming,Toys,Laptop,10,32.04,320.4,2025-04-17,Credit Card,Yes
ORD1471,Erin Casey,rachelsandoval@hotmail.com,513-405-1174x8938,Christyfurt,Arkansas,Electronics,Action Figure,5,596.86,2984.3,2025-09-28,Cash,Yes
ORD1472,Bradley Elliott,michaelcasey@yahoo.com,(436)366-3837,Codychester,South Dakota,Electronics,Basketball,2,851.13,1702.26,2025-03-04,Cash,Yes
ORD1473,Melissa Gonzalez,cruzmatthew@henry-miller.com,(812)665-0580x821,Karenville,Connecticut,Electronics,T-shirt,4,245.12,980.48,2025-02-28,Credit Card,Yes
ORD1474,Taylor Hill,williamboyer@yahoo.com,658.332.5885x9713,Jameshaven,Rhode Island,Toys,Laptop,7,746.17,5223.19,2025-09-16,Credit Card,No
ORD1475,Nicholas Carroll,felicia07@gmail.com,2892028785,West Anthony,Oklahoma,Electronics,Vacuum,8,408.85,3270.8,2025-04-06,PayPal,Yes
ORD1476,Kimberly Sanchez,travisrodriguez@gmail.com,872-797-3276,Padillaberg,Idaho,Electronics,Vacuum,1,1122.9,1122.9,2025-03-25,Cash,Yes
ORD1477,Tiffany Brooks,jacobwood@hotmail.com,+1-914-618-4940x5668,New Kristin,Minnesota,Toys,Vacuum,9,1786.99,16082.91,2025-01-10,Cash,Yes
ORD1478,Christopher Rodriguez,belldavid@yahoo.com,(051)069-1217x1133,Markfurt,Nebraska,Clothing,Vacuum,7,1572.95,11010.65,2025-04-09,PayPal,No
ORD1479,Krista Figueroa,soliver@terry.com,837.645.8666x042,Lake Jason,West Virginia,Clothing,Action Figure,3,609.82,1829.46,2025-03-11,Cash,No
ORD1480,Jay Howard,keithnguyen@cummings.com,037.074.7227x8291,Joneschester,Rhode Island,Home,T-shirt,2,145.7,291.4,2025-06-21,Cash,No
ORD1481,Rebecca Riddle,weaverjulie@hotmail.com,760-877-6853x659,Port Joannabury,Oregon,Home,Laptop,5,1476.72,7383.6,2024-11-29,PayPal,Yes
ORD1482,Timothy Garcia,angela40@miller.com,616.517.8804,Dominiquestad,North Carolina,Home,Vacuum,3,162.06,486.18,2025-08-12,Cash,Yes
ORD1483,Angela Rich,kennethsmith@yahoo.com,(000)810-7197,Nicholasburgh,Indiana,Toys,T-shirt,3,594.91,1784.73,2025-03-16,Credit Card,No
ORD1484,Brandon Brewer,sbaker@gmail.com,352.899.1166,Williamland,Missouri,Electronics,Basketball,6,1127.69,6766.14,2025-03-17,PayPal,Yes
ORD1485,Teresa Vargas,orosales@diaz-hardy.org,(693)242-5472,Kruegermouth,Nebraska,Electronics,Action Figure,10,401.09,4010.9,2025-08-13,Credit Card,No
ORD1486,Judith Hart,danieledgar@yahoo.com,+1-766-857-2480x0741,East James,New Mexico,Electronics,T-shirt,9,1392.0,12528.0,2025-09-05,Credit Card,Yes
